Price,Area,AddressStreet,AddressStreetNumber,District,BedroomQuantity,Link,Latitue,Longitude,Source
750000,75,rua felizardo furtado, 239,petrópolis,3,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/211280,-30.0461902,-51.1839284,GUARIDA
979000,192,avenida carlos gomes, 1891,petrópolis,3,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/212744,-30.0368588,-51.17541,GUARIDA
850000,127,avenida iguassu, 176,petrópolis,3,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/212756,-30.0406976,-51.1788315,GUARIDA
1599000,330,avenida iguassu, 51,petrópolis,4,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/casa-sobrado/212763,-30.0415836,-51.1794435,GUARIDA
520000,76,avenida coronel lucas de oliveira, 2608,petrópolis,2,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/212833,-30.045742,-51.1952493,GUARIDA
651000,105,avenida protasio alves, 4345,petrópolis,2,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/cobertura/206603,-30.0410008,-51.1683545,GUARIDA
849000,174,avenida coronel lucas de oliveira, 2320,petrópolis,2,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/cobertura/207978,-30.0432929,-51.1947977,GUARIDA
640000,83,rua coronel corte real, 65,petrópolis,3,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/208145,-30.041029,-51.1934252,GUARIDA
895000,77,rua mario antunes da cunha, 116,petrópolis,2,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/209397,-30.0425505,-51.1757368,GUARIDA
790000,112,avenida lageado, 1088,petrópolis,3,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/210566,-30.0359388,-51.1804964,GUARIDA
850000,110,rua luiz so, 80,petrópolis,3,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/209616,-30.0392183,-51.1932944,GUARIDA
799000,350,rua vitor hugo, 384,petrópolis,3,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/casa-sobrado/198765,-30.046734,-51.1889169,GUARIDA
830000,68,rua mario antunes da cunha, 511,petrópolis,1,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/59140,-30.042788,-51.176939000000004,GUARIDA
380000,65,avenida lavras, 400,petrópolis,2,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/210975,-30.03840749999999,-51.1876875,GUARIDA
349000,78,avenida itaqui, 269,petrópolis,3,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/210796,-30.0409901,-51.1883004,GUARIDA
279000,63,rua dona lucia, 33,petrópolis,2,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/207365,-30.0447462,-51.18482729999999,GUARIDA
499900,112,rua lagoinha, 43,petrópolis,3,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/209606,-30.0434821,-51.1811543,GUARIDA
2000000,323,rua felipe de oliveira, 999,petrópolis,4,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/casa-sobrado/52041,-30.044264,-51.1917737,GUARIDA
930000,121,rua faria santos, 466,petrópolis,3,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/211198,-30.0470769,-51.1906909,GUARIDA
980000,80,rua curvelo, 130,petrópolis,2,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/211696,-13.90108184065817,-50.713421874999995,GUARIDA
700000,121,rua coronel corte real, 863,petrópolis,3,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/211846,-30.0481014,-51.195329,GUARIDA
495000,156,avenida protasio alves, 3249,petrópolis,3,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/211896,-30.0407644,-51.1770237,GUARIDA
548000,120,avenida coronel lucas de oliveira, 2616,petrópolis,1,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/cobertura/211952,-30.045895,-51.1952472,GUARIDA
1300000,68,rua mario antunes da cunha, 511,petrópolis,2,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/212157,-30.0428238,-51.17761609999999,GUARIDA
1675000,137,avenida bage, 900,petrópolis,3,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/212229,-30.0356466,-51.17859170000001,GUARIDA
475000,79,avenida lageado, 412,petrópolis,2,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/212472,-30.0395293,-51.1856445,GUARIDA
370000,78,rua felizardo furtado, 111,petrópolis,2,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/212650,-30.0447367,-51.183907,GUARIDA
1199990,120,rua felipe de oliveira, 787,petrópolis,3,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/212686,-30.0438338,-51.1938373,GUARIDA
478999,48,rua riveira, 532,petrópolis,1,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/212696,-30.047961,-51.18752689999999,GUARIDA
750000,59,rua curvelo, 130,petrópolis,2,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/212942,-30.0394231,-51.174435,GUARIDA
1899000,154,rua professor fitzgerald, 146,petrópolis,3,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/213002,-30.037661,-51.1831762,GUARIDA
795000,65,rua gutemberg, 101,petrópolis,2,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/213209,-30.0405212,-51.1726423,GUARIDA
1590000,177,rua dario pederneiras, 16,petrópolis,3,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/213211,-30.044117,-51.1929934,GUARIDA
360000,103,rua professor langendonck, 95,petrópolis,3,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/211499,-30.043947,-51.1896613,GUARIDA
390000,86,rua dona eugenia, 964,petrópolis,2,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/211063,-30.0416724,-51.1955628,GUARIDA
190000,40,rua dona eugenia, 1265,petrópolis,1,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/211416,-30.0426242,-51.1925502,GUARIDA
1200000,94,avenida soledade, 423,petrópolis,2,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/213071,-30.0338634,-51.179475,GUARIDA
395000,143,rua carazinho, 242,petrópolis,3,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/210783,-30.0413957,-51.183765,GUARIDA
225000,53,avenida coronel lucas de oliveira, 2730,petrópolis,1,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/210800,-30.0466922,-51.1954516,GUARIDA
435000,94,rua eca de queiroz, 639,petrópolis,2,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/210821,-30.0473368,-51.1932449,GUARIDA
675000,72,rua barao do amazonas, 159,petrópolis,2,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/210856,-30.0451831,-51.1854504,GUARIDA
530000,103,rua general souza doca, 100,petrópolis,3,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/210898,-30.0447251,-51.1857158,GUARIDA
360000,82,rua joao abbott, 577,petrópolis,3,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/210900,-30.0412259,-51.1839036,GUARIDA
850000,156,avenida coronel lucas de oliveira, 1668,petrópolis,3,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/cobertura/210974,-30.037338,-51.1942665,GUARIDA
450000,82,avenida coronel lucas de oliveira, 1656,petrópolis,2,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/211031,-30.0373071,-51.1942907,GUARIDA
1000000,110,avenida ijui, 170,petrópolis,3,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/casa-sobrado/211037,-30.0422601,-51.1861348,GUARIDA
395000,76,avenida coronel lucas de oliveira, 2246,petrópolis,2,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/211064,-30.0425836,-51.1947673,GUARIDA
180000,62,avenida protasio alves, 5389,petrópolis,2,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/211104,-30.0412123,-51.1576944,GUARIDA
255000,68,avenida protasio alves, 5594,petrópolis,2,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/211188,-30.0411602,-51.1552404,GUARIDA
170000,32,avenida protasio alves, 4667,petrópolis,1,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/211194,-30.0404372,-51.1649345,GUARIDA
499000,90,rua carlos de carvalho, 16,petrópolis,2,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/211249,-30.0444064,-51.191292,GUARIDA
329000,56,avenida coronel lucas de oliveira, 442,petrópolis,1,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/211392,-30.026398,-51.19459,GUARIDA
345000,103,avenida protasio alves, 1296,petrópolis,3,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/211429,-30.0400444,-51.1951246,GUARIDA
1600000,0,avenida montenegro, 215,petrópolis,0,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/terreno-lote-condominio/211539,-30.0410189,-51.1811501,GUARIDA
315000,80,rua dario pederneiras, 610,petrópolis,2,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/211548,-30.0494961,-51.1941234,GUARIDA
300000,71,avenida lageado, 496,petrópolis,2,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/211570,-30.0393545,-51.1847047,GUARIDA
1160000,254,avenida protasio alves, 2848,petrópolis,5,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/casa-sobrado/211585,-30.0427746,-51.1807185,GUARIDA
370000,51,rua amelia teles, 569,petrópolis,2,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/211839,-30.0373851,-51.1906921,GUARIDA
1200000,300,rua ferreira viana, 175,petrópolis,3,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/casa-sobrado/211891,-30.0459427,-51.19067039999999,GUARIDA
160000,37,avenida cacapava, 136,petrópolis,1,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/211820,0,0,GUARIDA
1540000,243,rua amelia teles, 215,petrópolis,3,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/casa-sobrado/211961,-30.0405171,-51.19067039999999,GUARIDA
615000,55,rua ferreira viana, 99,petrópolis,2,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/212058,-30.0459099,-51.1915081,GUARIDA
350000,71,rua professor ivo corseuil, 509,petrópolis,2,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/212102,-30.0466867,-51.1791073,GUARIDA
475000,69, guilherme alves, 60,petrópolis,2,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/212117,-30.0478175,-51.1845413,GUARIDA
510000,66,rua machado de assis, 1044,petrópolis,2,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/212132,-30.0492623,-51.1904157,GUARIDA
330000,80,avenida coronel lucas de oliveira, 1745,petrópolis,2,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/212194,-30.03797569999999,-51.1948079,GUARIDA
250000,43,rua carazinho, 672,petrópolis,1,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/212195,-30.0374959,-51.1850725,GUARIDA
778000,105,rua sinimbu, 129,petrópolis,3,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/212222,-30.0404021,-51.1803125,GUARIDA
550000,93,avenida coronel lucas de oliveira, 151,petrópolis,3,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/212225,-30.02391849999999,-51.1952716,GUARIDA
598990,109,rua eca de queiroz, 168,petrópolis,3,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/212233,-30.0431589,-51.1915081,GUARIDA
225000,43,avenida coronel lucas de oliveira, 2658,petrópolis,1,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/212234,-30.0460592,-51.19562519999999,GUARIDA
800000,179,rua riveira, 619,petrópolis,2,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/212243,-30.0484443,-51.18615020000001,GUARIDA
900000,160,rua riveira, 619,petrópolis,2,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/212244,-30.048416,-51.18677839999999,GUARIDA
663500,65,rua felizardo furtado, 235,petrópolis,3,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/212301,-30.0461598,-51.1839079,GUARIDA
795000,180,rua coronel corte real, 228,petrópolis,3,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/cobertura/212306,-30.0426017,-51.1935145,GUARIDA
610000,89,rua ferreira viana, 475,petrópolis,2,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/212307,-30.0465353,-51.1880961,GUARIDA
780000,135,rua dona alice, 72,petrópolis,2,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/cobertura/212308,-30.046174,-51.1965958,GUARIDA
779990,175,rua barao do amazonas, 477,petrópolis,2,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/cobertura/212312,-30.0480383,-51.18638,GUARIDA
500000,71,rua artigas, 325,petrópolis,1,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/212317,-30.0477074,-51.1870746,GUARIDA
1249830,202,avenida palmeira, 725,petrópolis,3,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/212318,-30.0360766,-51.183193,GUARIDA
795000,95,avenida palmeira, 275,petrópolis,2,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/212344,-30.0380765,-51.1790664,GUARIDA
1130000,94,avenida itajai, 345,petrópolis,2,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/212354,-30.0360146,-51.1841705,GUARIDA
1350000,142,avenida luiz manoel gonzaga, 100,petrópolis,3,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/212370,-30.0363825,-51.17837189999999,GUARIDA
489000,51,rua joao abbott, 391,petrópolis,1,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/212377,-30.0417978,-51.1856896,GUARIDA
890000,111,avenida nilopolis, 210,petrópolis,3,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/212411,-30.0380595,-51.18964889999999,GUARIDA
720000,68,rua riveira, 619,petrópolis,2,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/212425,-30.048416,-51.18677839999999,GUARIDA
640000,72,rua riveira, 619,petrópolis,2,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/212427,-30.048416,-51.18677839999999,GUARIDA
629900,106,rua carazinho, 531,petrópolis,3,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/212429,-30.0386824,-51.1840919,GUARIDA
965000,149,avenida coronel lucas de oliveira, 1548,petrópolis,3,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/casa-em-condominio/212460,-30.0362984,-51.1940519,GUARIDA
1850000,170,avenida lageado, 1099,petrópolis,2,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/212478,-30.03604839999999,-51.1800163,GUARIDA
220000,47,rua guilherme alves, 585,petrópolis,1,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/212538,-30.0522493,-51.186952,GUARIDA
2290000,191,avenida lageado, 1000,petrópolis,4,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/212542,-30.03671649999999,-51.1808641,GUARIDA
495000,71,avenida coronel lucas de oliveira, 2786,petrópolis,2,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/212547,-30.0472077,-51.195615,GUARIDA
870000,104,rua professor cristiano fischer, 668,petrópolis,3,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/212551,-30.04552,-51.17211,GUARIDA
4900000,335,avenida luiz manoel gonzaga, 111,petrópolis,4,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/212560,-30.0446044,-51.21028440000001,GUARIDA
440000,61,avenida bage, 460,petrópolis,2,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/212578,-30.0402851,-51.1850725,GUARIDA
800000,93,avenida lageado, 181,petrópolis,2,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/212589,-30.040538,-51.187789,GUARIDA
360000,47,avenida nilopolis, 166,petrópolis,1,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/212623,-30.0382138,-51.1903119,GUARIDA
1510000,107,avenida encantado, 55,petrópolis,3,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/212649,-30.0396005,-51.1799857,GUARIDA
920000,105,rua dario pederneiras, 245,petrópolis,3,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/212662,-30.0460483,-51.19387829999999,GUARIDA
650000,90,rua faria santos, 500,petrópolis,2,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/212691,-30.0472799,-51.19067039999999,GUARIDA
790000,69,rua mario antunes da cunha, 511,petrópolis,1,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/212723,-30.0428238,-51.17761609999999,GUARIDA
999900,104,rua saica, 195,petrópolis,3,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/212727,-30.0467796,-51.1817084,GUARIDA
559000,79,avenida coronel lucas de oliveira, 2608,petrópolis,2,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/212766,-30.0457422,-51.1952472,GUARIDA
1250000,172,rua felipe de oliveira, 1260,petrópolis,3,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/212799,-30.0444586,-51.1889129,GUARIDA
550000,116,rua general souza doca, 10,petrópolis,3,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/212803,-30.0440436,-51.1856568,GUARIDA
371000,50,avenida itaqui, 349,petrópolis,1,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/212814,-30.0403122,-51.1885437,GUARIDA
420000,70,rua coronel corte real, 687,petrópolis,2,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/212820,-30.0465199,-51.1948197,GUARIDA
490000,81,avenida protasio alves, 4066,petrópolis,2,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/212831,-30.040348,-51.1706841,GUARIDA
800000,118,rua dona oti, 162,petrópolis,3,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/212849,-30.0463372,-51.1844596,GUARIDA
692000,106,rua alvares machado, 120,petrópolis,2,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/212854,-30.04484039999999,-51.1866864,GUARIDA
5300000,521,avenida bage, 1324,petrópolis,3,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/cobertura/212860,-30.0355324,-51.179039,GUARIDA
424000,90,avenida lavras, 266,petrópolis,2,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/cobertura/212883,-30.0389184,-51.1893152,GUARIDA
790000,96,rua dario pederneiras, 41,petrópolis,3,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/212885,-30.0441164,-51.1933502,GUARIDA
560000,95, vicente da fontoura, 2719,petrópolis,2,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/212990,-30.0381833,-51.1954311,GUARIDA
750000,114,rua felipe de oliveira, 400,petrópolis,3,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/213013,-30.0427712,-51.1975766,GUARIDA
420000,71,avenida lavras, 361,petrópolis,2,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/213014,-30.0390629,-51.1880687,GUARIDA
1200000,147,avenida ijui, 141,petrópolis,2,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/cobertura/213019,-30.0424047,-51.1857344,GUARIDA
480000,96,rua riveira, 216,petrópolis,3,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/213230,0,0,GUARIDA
459000,61,rua ferreira viana, 111,petrópolis,2,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/213090,-30.0458299,-51.19132159999999,GUARIDA
775000,113,rua felipe de oliveira, 921,petrópolis,3,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/211407,-30.0441526,-51.1925502,GUARIDA
460000,71,rua professor cristiano fischer, 142,petrópolis,2,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/211834,-30.04086,-51.17169999999999,GUARIDA
590000,100,rua visconde de duprat, 134,petrópolis,3,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/212767,0,0,GUARIDA
154000,27,rua jaime telles, 143,petrópolis,1,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/212278,-30.0395421,-51.1917534,GUARIDA
299000,62,rua barao do amazonas, 340,petrópolis,2,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/213352,-30.0479775,-51.1860255,GUARIDA
670000,71,rua gutemberg, 101,petrópolis,2,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/213277,0,0,GUARIDA
280000,68,avenida protasio alves, 3062,petrópolis,2,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/212872,-30.0417303,-51.1788147,GUARIDA
290000,44,avenida lavras, 167,petrópolis,1,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/213210,-30.0395723,-51.19026179999999,GUARIDA
345000,87,avenida protasio alves, 3405,petrópolis,3,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/213213,-30.0396586,-51.1762583,GUARIDA
450000,80,rua felizardo furtado, 111,petrópolis,2,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/212206,-30.0447367,-51.183907,GUARIDA
580000,115,avenida protasio alves, 1296,petrópolis,3,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/198405,-30.0401858,-51.1951487,GUARIDA
420000,81,rua eca de queiroz, 466,petrópolis,2,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/198408,-30.0458799,-51.1923951,GUARIDA
253000,57,avenida coronel lucas de oliveira, 1626,petrópolis,2,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/199362,-30.0369011,-51.1941407,GUARIDA
341000,58,avenida lavras, 15,petrópolis,2,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/203911,-30.039429,-51.191691,GUARIDA
1790000,221,rua ferreira viana, 209,petrópolis,3,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/cobertura/203966,-30.0461703,-51.1902822,GUARIDA
1480000,240,rua engenheiro roberto simonsen, 84,petrópolis,3,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/casa-sobrado/204066,-30.0470882,-51.1876803,GUARIDA
297000,76,avenida taquara, 376,petrópolis,2,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/204087,-30.0419578,-51.1845004,GUARIDA
640000,72,rua felipe de oliveira, 868,petrópolis,2,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/204155,-30.04351879999999,-51.1929792,GUARIDA
1000000,137,rua faria santos, 253,petrópolis,3,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/204504,-30.0449393,-51.1907971,GUARIDA
2500000,0,rua artigas, 68,petrópolis,0,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/terreno-lote-condominio/204541,-30.0476387,-51.1903844,GUARIDA
890000,91,avenida cacapava, 272,petrópolis,3,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/204629,-30.0426594,-51.1834994,GUARIDA
220000,41,avenida coronel lucas de oliveira, 2658,petrópolis,1,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/205052,-30.0460568,-51.1956791,GUARIDA
930000,203,rua sinimbu, 28,petrópolis,3,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/cobertura/205123,-30.04118399999999,-51.179761,GUARIDA
215000,40,avenida coronel lucas de oliveira, 2448,petrópolis,1,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/205130,-30.0443006,-51.1951736,GUARIDA
745000,150,rua sinimbu, 162,petrópolis,3,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/casa-sobrado/205166,-30.040616,-51.180801,GUARIDA
165000,39,avenida coronel lucas de oliveira, 2516,petrópolis,1,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/205232,-30.0449963,-51.1950531,GUARIDA
250000,55,rua felizardo furtado, 415,petrópolis,2,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/205441,-30.0475972,-51.183355,GUARIDA
135000,32,avenida protasio alves, 4667,petrópolis,1,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/205563,-30.0404372,-51.1649345,GUARIDA
450000,110,avenida protasio alves, 4439,petrópolis,3,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/205698,-30.0407494,-51.1671698,GUARIDA
195000,39,avenida coronel lucas de oliveira, 2616,petrópolis,1,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/205777,-30.045895,-51.1952472,GUARIDA
779000,73,rua doutor veridiano farias, 111,petrópolis,2,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/205957,-30.0493308,-51.1920598,GUARIDA
175000,35,avenida lageado, 1360,petrópolis,1,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/205991,-30.0343557,-51.1794416,GUARIDA
389000,76,avenida coronel lucas de oliveira, 1960,petrópolis,2,https://www.guarida.com.br/detalhe/comprar/petropolis-porto-alegre-rs/apartamento/206277,-30.0401546,-51.1942278,GUARIDA
